case_id,label,frequency_hz,exact_directional_derivative,surrogate_directional_derivative,realized_directional_error,primal_residual_norm,tangent_residual_norm,receiver_resolvent_norm,directional_tangent_resolvent_norm,directional_error_bound
27,s36_f4,4.0,-0.053767233241690485,-0.1524938708052734,0.09872663756358292,596.7608791713022,3727.150297779589,0.025607563472776797,2.786954552691134e-05,1658.5495922230866
27,s43_f3,3.0,-0.028654895265533872,-0.004325741509073092,0.024329153756460782,352.88249185027837,2685.448908912441,0.025235770092089167,5.09643196239256e-05,678.0651176365135
27,s43_f4,4.0,-0.034104457194531056,-0.019877114588428467,0.014227342606102589,631.8523818229331,4050.4952188968655,0.025607563472776797,2.786954552691134e-05,1902.211069106385
28,s36_f3,3.0,0.06923181125016631,-0.34506062678033,0.4142924380304963,490.61709441617984,2883.618294839749,0.035589935687215954,5.7385941769124626e-05,2023.291463464424
28,s36_f4,4.0,0.0005550213731149111,-0.4497745064463377,0.4503295278194526,783.4706720545648,4338.850145898298,0.031831508628745696,3.934584583832681e-05,4055.5843271005874
28,s43_f3,3.0,-0.10936022066132181,-0.016057777452961615,0.0933024432083602,386.65482652034825,2831.898854890531,0.035589935687215954,5.7385941769124626e-05,1522.6395435515399
28,s43_f4,4.0,0.04024441110937459,-0.8123095749011647,0.8525539860105393,829.007906761925,4562.884634830916,0.031831508628745696,3.934584583832681e-05,4521.723840783444
29,s36_f3,3.0,0.0071932580372533386,-0.09693461597610548,0.10412787401335881,482.8910622665624,2897.56788948366,0.022349119835689463,6.395061090248192e-05,841.8771539070684
29,s36_f4,4.0,-0.05632819355207118,-0.17984955130060742,0.12352135774853625,569.125317180697,3074.8278222465983,0.022206481842964195,5.3385034426148826e-05,1149.2922584311873
29,s43_f3,3.0,-0.007651938638280532,-0.15595148134622014,0.1482995427079396,393.56156844095386,2987.2345032181925,0.022349119835689463,6.395061090248192e-05,692.9534045876661
29,s43_f4,4.0,-0.04059046206061679,-0.12508125018666316,0.08449078812604638,545.0083190251423,3312.018293543359,0.022206481842964195,5.3385034426148826e-05,1149.0700288962241
